product_id,day,actual_demand,inventory_end_of_day,inventory_position,reorder_trigger,stockout,shortage_units
P01,0,99.0,332.8712328767123,332.8712328767123,442.52460818332145,0,0.0
P01,1,88.0,244.87123287671233,857.50217126186,425.50892773533707,0,0.0
P01,2,59.0,185.87123287671233,798.50217126186,405.58165577070565,0,0.0
P01,3,91.0,94.87123287671233,707.50217126186,429.67169468631516,0,0.0
P01,4,90.0,4.871232876712327,617.50217126186,458.52895857841423,0,0.0
P01,5,85.0,532.50217126186,532.50217126186,456.11064543757493,0,0.0
P01,6,69.0,463.50217126186,463.50217126186,450.68122308120513,0,0.0
P01,7,111.0,352.50217126186,352.50217126186,447.751329715202,0,0.0
P01,8,100.0,252.50217126185998,865.1331096470077,421.40533759226787,0,0.0
P01,9,74.0,178.50217126185998,791.1331096470077,396.7927707645558,0,0.0
P01,10,82.0,96.50217126185998,709.1331096470077,426.0871960547323,0,0.0
P01,11,77.0,19.502171261859985,632.1331096470077,456.2595648179571,0,0.0
P01,12,80.0,552.1331096470077,552.1331096470077,456.81671605136614,0,0.0
P01,13,87.0,465.1331096470077,465.1331096470077,460.9847363007809,0,0.0
P01,14,102.0,363.1331096470077,363.1331096470077,457.9442959720569,0,0.0
P01,15,66.0,297.1331096470077,909.7640480321554,426.0927282025942,0,0.0
P01,16,69.0,228.1331096470077,840.7640480321554,401.0361443506247,0,0.0
P01,17,63.0,165.1331096470077,777.7640480321554,427.35316485200326,0,0.0
P01,18,56.0,109.1331096470077,721.7640480321554,449.1101544050274,0,0.0
P01,19,90.0,631.7640480321554,631.7640480321554,447.0179159464874,0,0.0
P01,20,99.0,532.7640480321554,532.7640480321554,447.68886366084354,0,0.0
P01,21,117.0,415.7640480321554,415.7640480321554,441.81486441523987,0,0.0
P01,22,93.0,322.7640480321554,935.3949864173031,413.71210369594377,0,0.0
P01,23,82.0,240.76404803215542,853.3949864173031,390.8260890858136,0,0.0
P01,24,68.0,172.76404803215542,785.3949864173031,417.3434379475429,0,0.0
P01,25,71.0,101.76404803215542,714.3949864173031,442.37586276161585,0,0.0
P01,26,60.0,654.3949864173031,654.3949864173031,441.76183581053107,0,0.0
P01,27,83.0,571.3949864173031,571.3949864173031,471.4381968835404,0,0.0
P01,28,97.0,474.39498641730313,474.39498641730313,504.11811359347723,0,0.0
P01,29,72.0,402.39498641730313,1015.0259248024508,518.0454293000473,0,0.0
P01,30,60.0,342.39498641730313,955.0259248024508,531.7674938912297,0,0.0
P01,31,101.0,241.39498641730313,854.0259248024508,564.2748808759146,0,0.0
P01,32,95.0,146.39498641730313,759.0259248024508,562.840419117865,0,0.0
P01,33,107.0,652.0259248024508,652.0259248024508,526.2979376748362,0,0.0
P01,34,89.0,563.0259248024508,563.0259248024508,482.09611663374517,0,0.0
P01,35,84.0,479.02592480245085,479.02592480245085,443.50927594017287,0,0.0
P01,36,71.0,408.02592480245085,408.02592480245085,411.10714585748366,0,0.0
P01,37,49.0,359.02592480245085,971.6568631875986,381.6951532103496,0,0.0
P01,38,65.0,294.02592480245085,906.6568631875986,391.66394840311926,0,0.0
P01,39,65.0,229.02592480245085,841.6568631875986,412.603650414979,0,0.0
P01,40,47.0,182.02592480245085,794.6568631875986,410.3298390322206,0,0.0
P01,41,69.0,725.6568631875986,725.6568631875986,411.0262960536654,0,0.0
P01,42,99.0,626.6568631875986,626.6568631875986,411.65134804848213,0,0.0
P01,43,92.0,534.6568631875986,534.6568631875986,397.3058434392345,0,0.0
P01,44,70.0,464.65686318759856,464.65686318759856,379.685577248002,0,0.0
P01,45,61.0,403.65686318759856,403.65686318759856,401.85737443927803,0,0.0
P01,46,54.0,349.65686318759856,349.65686318759856,442.95252830844015,0,0.0
P01,47,53.0,296.65686318759856,909.2878015727463,473.9800894458825,0,0.0
P01,48,74.0,222.65686318759856,835.2878015727463,480.1900109300442,0,0.0
P01,49,91.0,131.65686318759856,744.2878015727463,477.6827117030946,0,0.0
P01,50,148.0,0.0,612.6309383851477,456.8771903957554,1,16.34313681240144
P01,51,79.0,533.6309383851477,533.6309383851477,416.03659572480615,0,0.0
P01,52,58.0,475.6309383851477,475.6309383851477,405.1093630018646,0,0.0
P01,53,64.0,411.6309383851477,411.6309383851477,422.012609502651,0,0.0
P01,54,62.0,349.6309383851477,962.2618767702954,415.6238212803892,0,0.0
P01,55,49.0,300.6309383851477,913.2618767702954,407.371327999634,0,0.0
P01,56,69.0,231.63093838514772,844.2618767702954,343.04633376896203,0,0.0
P01,57,57.0,174.63093838514772,787.2618767702954,257.95378848287555,0,0.0
P01,58,42.0,745.2618767702954,745.2618767702954,175.28771777509053,0,0.0
P01,59,49.0,696.2618767702954,696.2618767702954,120.32912534320059,0,0.0
P02,0,56.0,261.44520547945206,261.44520547945206,360.6004585306895,0,0.0
P02,1,55.0,206.44520547945206,731.6832467521687,332.4679278721344,0,0.0
P02,2,46.0,160.44520547945206,685.6832467521687,316.2709300025491,0,0.0
P02,3,39.0,121.44520547945206,646.6832467521687,312.2254485793512,0,0.0
P02,4,58.0,63.445205479452056,588.6832467521687,333.5787366495304,0,0.0
P02,5,68.0,520.6832467521687,520.6832467521687,330.7431285545581,0,0.0
P02,6,38.0,482.68324675216866,482.68324675216866,328.36665941950014,0,0.0
P02,7,78.0,404.68324675216866,404.68324675216866,319.8606241944617,0,0.0
P02,8,68.0,336.68324675216866,336.68324675216866,308.65166265182364,0,0.0
P02,9,59.0,277.68324675216866,277.68324675216866,289.35488311294904,0,0.0
P02,10,54.0,223.68324675216866,748.9212880248853,313.9924537428139,0,0.0
P02,11,35.0,188.68324675216866,713.9212880248853,341.61248470852786,0,0.0
P02,12,39.0,149.68324675216866,674.9212880248853,334.5114814470529,0,0.0
P02,13,63.0,86.68324675216866,611.9212880248853,357.82984778549974,0,0.0
P02,14,97.0,514.9212880248853,514.9212880248853,375.6521757564174,0,0.0
P02,15,32.0,482.92128802488526,482.92128802488526,366.80948448635286,0,0.0
P02,16,59.0,423.92128802488526,423.92128802488526,369.367106891229,0,0.0
P02,17,72.0,351.92128802488526,351.92128802488526,400.3374197337236,0,0.0
P02,18,74.0,277.92128802488526,803.1593292976019,404.13954986989813,0,0.0
P02,19,49.0,228.92128802488526,754.1593292976019,391.01500835189154,0,0.0
P02,20,112.0,116.92128802488526,642.1593292976019,372.7670164213222,0,0.0
P02,21,58.0,58.92128802488526,584.1593292976019,343.49453200992195,0,0.0
P02,22,63.0,521.1593292976019,521.1593292976019,314.2473028864202,0,0.0
P02,23,35.0,486.15932929760186,486.15932929760186,297.6393178342761,0,0.0
P02,24,35.0,451.15932929760186,451.15932929760186,302.37681912175617,0,0.0
P02,25,53.0,398.15932929760186,398.15932929760186,318.0102286080648,0,0.0
P02,26,46.0,352.15932929760186,352.15932929760186,325.09286767739525,0,0.0
P02,27,68.0,284.15932929760186,284.15932929760186,326.137358717558,0,0.0
P02,28,85.0,199.15932929760186,724.3973705703185,322.77221683811996,0,0.0
P02,29,76.0,123.15932929760186,648.3973705703185,306.97299245723207,0,0.0
P02,30,51.0,72.15932929760186,597.3973705703185,302.65562392753486,0,0.0
P02,31,67.0,5.159329297601857,530.3973705703185,326.7008704702558,0,0.0
P02,32,36.0,494.39737057031846,494.39737057031846,345.50435581824456,0,0.0
P02,33,50.0,444.39737057031846,444.39737057031846,337.7742734815729,0,0.0
P02,34,71.0,373.39737057031846,373.39737057031846,338.9238655353051,0,0.0
P02,35,90.0,283.39737057031846,283.39737057031846,327.5943079578823,0,0.0
P02,36,41.0,242.39737057031846,767.6354118430351,320.2733811863967,0,0.0
P02,37,44.0,198.39737057031846,723.6354118430351,329.2416315629946,0,0.0
