product_id,day,actual_demand,inventory_end_of_day,inventory_position,reorder_trigger,stockout,shortage_units
P01,0,99.0,332.8712328767123,332.8712328767123,372.7663353530326,0,0.0
P01,1,88.0,244.87123287671233,857.50217126186,372.7663353530326,0,0.0
P01,2,59.0,185.87123287671233,798.50217126186,372.7663353530326,0,0.0
P01,3,91.0,94.87123287671233,707.50217126186,372.7663353530326,0,0.0
P01,4,90.0,4.871232876712327,617.50217126186,372.7663353530326,0,0.0
P01,5,85.0,532.50217126186,532.50217126186,372.7663353530326,0,0.0
P01,6,69.0,463.50217126186,463.50217126186,372.7663353530326,0,0.0
P01,7,111.0,352.50217126186,352.50217126186,372.7663353530326,0,0.0
P01,8,100.0,252.50217126185998,865.1331096470077,372.7663353530326,0,0.0
P01,9,74.0,178.50217126185998,791.1331096470077,372.7663353530326,0,0.0
P01,10,82.0,96.50217126185998,709.1331096470077,372.7663353530326,0,0.0
P01,11,77.0,19.502171261859985,632.1331096470077,372.7663353530326,0,0.0
P01,12,80.0,552.1331096470077,552.1331096470077,372.7663353530326,0,0.0
P01,13,87.0,465.1331096470077,465.1331096470077,372.7663353530326,0,0.0
P01,14,102.0,363.1331096470077,363.1331096470077,372.7663353530326,0,0.0
P01,15,66.0,297.1331096470077,909.7640480321554,372.7663353530326,0,0.0
P01,16,69.0,228.1331096470077,840.7640480321554,372.7663353530326,0,0.0
P01,17,63.0,165.1331096470077,777.7640480321554,372.7663353530326,0,0.0
P01,18,56.0,109.1331096470077,721.7640480321554,372.7663353530326,0,0.0
P01,19,90.0,631.7640480321554,631.7640480321554,372.7663353530326,0,0.0
P01,20,99.0,532.7640480321554,532.7640480321554,372.7663353530326,0,0.0
P01,21,117.0,415.7640480321554,415.7640480321554,372.7663353530326,0,0.0
P01,22,93.0,322.7640480321554,322.7640480321554,372.7663353530326,0,0.0
P01,23,82.0,240.76404803215542,853.3949864173031,372.7663353530326,0,0.0
P01,24,68.0,172.76404803215542,785.3949864173031,372.7663353530326,0,0.0
P01,25,71.0,101.76404803215542,714.3949864173031,372.7663353530326,0,0.0
P01,26,60.0,41.764048032155415,654.3949864173031,372.7663353530326,0,0.0
P01,27,83.0,571.3949864173031,571.3949864173031,372.7663353530326,0,0.0
P01,28,97.0,474.39498641730313,474.39498641730313,372.7663353530326,0,0.0
P01,29,72.0,402.39498641730313,402.39498641730313,372.7663353530326,0,0.0
P01,30,60.0,342.39498641730313,342.39498641730313,372.7663353530326,0,0.0
P01,31,101.0,241.39498641730313,854.0259248024508,372.7663353530326,0,0.0
P01,32,95.0,146.39498641730313,759.0259248024508,372.7663353530326,0,0.0
P01,33,107.0,39.39498641730313,652.0259248024508,372.7663353530326,0,0.0
P01,34,89.0,0.0,612.6309383851477,372.7663353530326,1,49.60501358269687
P01,35,84.0,528.6309383851477,528.6309383851477,372.7663353530326,0,0.0
P01,36,71.0,457.6309383851477,457.6309383851477,372.7663353530326,0,0.0
P01,37,49.0,408.6309383851477,408.6309383851477,372.7663353530326,0,0.0
P01,38,65.0,343.6309383851477,343.6309383851477,372.7663353530326,0,0.0
P01,39,65.0,278.6309383851477,891.2618767702954,372.7663353530326,0,0.0
P01,40,47.0,231.63093838514772,844.2618767702954,372.7663353530326,0,0.0
P01,41,69.0,162.63093838514772,775.2618767702954,372.7663353530326,0,0.0
P01,42,99.0,63.630938385147715,676.2618767702954,372.7663353530326,0,0.0
P01,43,92.0,584.2618767702954,584.2618767702954,372.7663353530326,0,0.0
P01,44,70.0,514.2618767702954,514.2618767702954,372.7663353530326,0,0.0
P01,45,61.0,453.26187677029543,453.26187677029543,372.7663353530326,0,0.0
P01,46,54.0,399.26187677029543,399.26187677029543,372.7663353530326,0,0.0
P01,47,53.0,346.26187677029543,346.26187677029543,372.7663353530326,0,0.0
P01,48,74.0,272.26187677029543,884.8928151554431,372.7663353530326,0,0.0
P01,49,91.0,181.26187677029543,793.8928151554431,372.7663353530326,0,0.0
P01,50,148.0,33.26187677029543,645.8928151554431,372.7663353530326,0,0.0
P01,51,79.0,0.0,612.6309383851477,372.7663353530326,1,45.73812322970457
P01,52,58.0,554.6309383851477,554.6309383851477,372.7663353530326,0,0.0
P01,53,64.0,490.6309383851477,490.6309383851477,372.7663353530326,0,0.0
P01,54,62.0,428.6309383851477,428.6309383851477,372.7663353530326,0,0.0
P01,55,49.0,379.6309383851477,379.6309383851477,372.7663353530326,0,0.0
P01,56,69.0,310.6309383851477,310.6309383851477,372.7663353530326,0,0.0
P01,57,57.0,253.63093838514772,866.2618767702954,372.7663353530326,0,0.0
P01,58,42.0,211.63093838514772,824.2618767702954,372.7663353530326,0,0.0
P01,59,49.0,162.63093838514772,775.2618767702954,372.7663353530326,0,0.0
P02,0,56.0,261.44520547945206,261.44520547945206,289.7231685496641,0,0.0
P02,1,55.0,206.44520547945206,731.6832467521687,289.7231685496641,0,0.0
P02,2,46.0,160.44520547945206,685.6832467521687,289.7231685496641,0,0.0
P02,3,39.0,121.44520547945206,646.6832467521687,289.7231685496641,0,0.0
P02,4,58.0,63.445205479452056,588.6832467521687,289.7231685496641,0,0.0
P02,5,68.0,520.6832467521687,520.6832467521687,289.7231685496641,0,0.0
P02,6,38.0,482.68324675216866,482.68324675216866,289.7231685496641,0,0.0
P02,7,78.0,404.68324675216866,404.68324675216866,289.7231685496641,0,0.0
P02,8,68.0,336.68324675216866,336.68324675216866,289.7231685496641,0,0.0
P02,9,59.0,277.68324675216866,277.68324675216866,289.7231685496641,0,0.0
P02,10,54.0,223.68324675216866,748.9212880248853,289.7231685496641,0,0.0
P02,11,35.0,188.68324675216866,713.9212880248853,289.7231685496641,0,0.0
P02,12,39.0,149.68324675216866,674.9212880248853,289.7231685496641,0,0.0
P02,13,63.0,86.68324675216866,611.9212880248853,289.7231685496641,0,0.0
P02,14,97.0,514.9212880248853,514.9212880248853,289.7231685496641,0,0.0
P02,15,32.0,482.92128802488526,482.92128802488526,289.7231685496641,0,0.0
P02,16,59.0,423.92128802488526,423.92128802488526,289.7231685496641,0,0.0
P02,17,72.0,351.92128802488526,351.92128802488526,289.7231685496641,0,0.0
P02,18,74.0,277.92128802488526,277.92128802488526,289.7231685496641,0,0.0
P02,19,49.0,228.92128802488526,754.1593292976019,289.7231685496641,0,0.0
P02,20,112.0,116.92128802488526,642.1593292976019,289.7231685496641,0,0.0
P02,21,58.0,58.92128802488526,584.1593292976019,289.7231685496641,0,0.0
P02,22,63.0,0.0,525.2380412727166,289.7231685496641,1,4.078711975114743
P02,23,35.0,490.2380412727166,490.2380412727166,289.7231685496641,0,0.0
P02,24,35.0,455.2380412727166,455.2380412727166,289.7231685496641,0,0.0
P02,25,53.0,402.2380412727166,402.2380412727166,289.7231685496641,0,0.0
P02,26,46.0,356.2380412727166,356.2380412727166,289.7231685496641,0,0.0
P02,27,68.0,288.2380412727166,288.2380412727166,289.7231685496641,0,0.0
P02,28,85.0,203.2380412727166,728.4760825454332,289.7231685496641,0,0.0
P02,29,76.0,127.2380412727166,652.4760825454332,289.7231685496641,0,0.0
P02,30,51.0,76.2380412727166,601.4760825454332,289.7231685496641,0,0.0
P02,31,67.0,9.2380412727166,534.4760825454332,289.7231685496641,0,0.0
P02,32,36.0,498.4760825454332,498.4760825454332,289.7231685496641,0,0.0
P02,33,50.0,448.4760825454332,448.4760825454332,289.7231685496641,0,0.0
P02,34,71.0,377.4760825454332,377.4760825454332,289.7231685496641,0,0.0
P02,35,90.0,287.4760825454332,287.4760825454332,289.7231685496641,0,0.0
P02,36,41.0,246.4760825454332,771.7141238181498,289.7231685496641,0,0.0
P02,37,44.0,202.4760825454332,727.7141238181498,289.7231685496641,0,0.0
P02,38,64.0,138.4760825454332,663.7141238181498,289.7231685496641,0,0.0
P02,39,55.0,83.4760825454332,608.7141238181498,289.7231685496641,0,0.0
P02,40,78.0,530.7141238181498,530.7141238181498,289.7231685496641,0,0.0
P02,41,97.0,433.7141238181498,433.7141238181498,289.7231685496641,0,0.0
P02,42,95.0,338.7141238181498,338.7141238181498,289.7231685496641,0,0.0
P02,43,71.0,267.7141238181498,267.7141238181498,289.7231685496641,0,0.0
P02,44,55.0,212.7141238181498,737.9521650908664,289.7231685496641,0,0.0
P02,45,83.0,129.7141238181498,654.9521650908664,289.7231685496641,0,0.0
P02,46,27.0,102.7141238181498,627.9521650908664,289.7231685496641,0,0.0
P02,47,55.0,47.7141238181498,572.9521650908664,289.7231685496641,0,0.0
P02,48,45.0,527.9521650908664,527.9521650908664,289.7231685496641,0,0.0
P02,49,78.0,449.9521650908664,449.9521650908664,289.7231685496641,0,0.0
P02,50,64.0,385.9521650908664,385.9521650908664,289.7231685496641,0,0.0
P02,51,57.0,328.9521650908664,328.9521650908664,289.7231685496641,0,0.0
P02,52,63.0,265.9521650908664,265.9521650908664,289.7231685496641,0,0.0
P02,53,52.0,213.9521650908664,739.190206363583,289.7231685496641,0,0.0
P02,54,65.0,148.9521650908664,674.190206363583,289.7231685496641,0,0.0
P02,55,18.0,130.9521650908664,656.190206363583,289.7231685496641,0,0.0
P02,56,74.0,56.9521650908664,582.190206363583,289.7231685496641,0,0.0
P02,57,54.0,528.190206363583,528.190206363583,289.7231685496641,0,0.0
P02,58,47.0,481.190206363583,481.190206363583,289.7231685496641,0,0.0
P02,59,26.0,455.190206363583,455.190206363583,289.7231685496641,0,0.0
P03,0,194.0,621.4616438356164,621.4616438356164,689.9855857070494,0,0.0
P03,1,141.0,480.4616438356164,1322.2900111409717,689.9855857070494,0,0.0
P03,2,193.0,287.4616438356164,1129.2900111409717,689.9855857070494,0,0.0
P03,3,178.0,109.46164383561643,951.2900111409716,689.9855857070494,0,0.0
P03,4,137.0,0.0,841.8283673053552,689.9855857070494,1,27.538356164383572
P03,5,147.0,694.8283673053552,694.8283673053552,689.9855857070494,0,0.0
P03,6,145.0,549.8283673053552,549.8283673053552,689.9855857070494,0,0.0
P03,7,143.0,406.8283673053552,1248.6567346107104,689.9855857070494,0,0.0
P03,8,177.0,229.8283673053552,1071.6567346107104,689.9855857070494,0,0.0
P03,9,104.0,125.82836730535519,967.6567346107104,689.9855857070494,0,0.0
P03,10,129.0,0.0,841.8283673053552,689.9855857070494,1,3.1716326946448135
P03,11,116.0,725.8283673053552,725.8283673053552,689.9855857070494,0,0.0
P03,12,116.0,609.8283673053552,609.8283673053552,689.9855857070494,0,0.0
P03,13,138.0,471.8283673053552,1313.6567346107104,689.9855857070494,0,0.0
P03,14,174.0,297.8283673053552,1139.6567346107104,689.9855857070494,0,0.0
P03,15,153.0,144.8283673053552,986.6567346107104,689.9855857070494,0,0.0
P03,16,131.0,13.828367305355187,855.6567346107104,689.9855857070494,0,0.0
P03,17,118.0,737.6567346107104,737.6567346107104,689.9855857070494,0,0.0
P03,18,139.0,598.6567346107104,598.6567346107104,689.9855857070494,0,0.0
P03,19,134.0,464.6567346107104,1306.4851019160656,689.9855857070494,0,0.0
P03,20,133.0,331.6567346107104,1173.4851019160656,689.9855857070494,0,0.0
P03,21,160.0,171.65673461071037,1013.4851019160656,689.9855857070494,0,0.0
P03,22,136.0,35.65673461071037,877.4851019160656,689.9855857070494,0,0.0
P03,23,127.0,750.4851019160656,750.4851019160656,689.9855857070494,0,0.0
P03,24,119.0,631.4851019160656,631.4851019160656,689.9855857070494,0,0.0
P03,25,96.0,535.4851019160656,1377.3134692214207,689.9855857070494,0,0.0
P03,26,123.0,412.48510191606556,1254.3134692214207,689.9855857070494,0,0.0
P03,27,130.0,282.48510191606556,1124.3134692214207,689.9855857070494,0,0.0
P03,28,202.0,80.48510191606556,922.3134692214207,689.9855857070494,0,0.0
P03,29,134.0,788.3134692214207,788.3134692214207,689.9855857070494,0,0.0
P03,30,94.0,694.3134692214207,694.3134692214207,689.9855857070494,0,0.0
P03,31,122.0,572.3134692214207,572.3134692214207,689.9855857070494,0,0.0
P03,32,160.0,412.31346922142075,1254.141836526776,689.9855857070494,0,0.0
P03,33,176.0,236.31346922142075,1078.141836526776,689.9855857070494,0,0.0
P03,34,98.0,138.31346922142075,980.1418365267759,689.9855857070494,0,0.0
P03,35,127.0,11.313469221420746,853.1418365267759,689.9855857070494,0,0.0
P03,36,140.0,713.1418365267759,713.1418365267759,689.9855857070494,0,0.0
P03,37,127.0,586.1418365267759,586.1418365267759,689.9855857070494,0,0.0
P03,38,105.0,481.14183652677593,1322.9702038321311,689.9855857070494,0,0.0
P03,39,113.0,368.14183652677593,1209.9702038321311,689.9855857070494,0,0.0
P03,40,128.0,240.14183652677593,1081.9702038321311,689.9855857070494,0,0.0
P03,41,154.0,86.14183652677593,927.9702038321311,689.9855857070494,0,0.0
P03,42,147.0,780.9702038321311,780.9702038321311,689.9855857070494,0,0.0
P03,43,144.0,636.9702038321311,636.9702038321311,689.9855857070494,0,0.0
P03,44,129.0,507.9702038321311,1349.7985711374863,689.9855857070494,0,0.0
P03,45,141.0,366.9702038321311,1208.7985711374863,689.9855857070494,0,0.0
P03,46,159.0,207.97020383213112,1049.7985711374863,689.9855857070494,0,0.0
P03,47,168.0,39.97020383213112,881.7985711374863,689.9855857070494,0,0.0
P03,48,130.0,751.7985711374863,751.7985711374863,689.9855857070494,0,0.0
P03,49,171.0,580.7985711374863,580.7985711374863,689.9855857070494,0,0.0
P03,50,142.0,438.7985711374863,1280.6269384428415,689.9855857070494,0,0.0
P03,51,110.0,328.7985711374863,1170.6269384428415,689.9855857070494,0,0.0
P03,52,116.0,212.7985711374863,1054.6269384428415,689.9855857070494,0,0.0
P03,53,101.0,111.7985711374863,953.6269384428415,689.9855857070494,0,0.0
P03,54,124.0,829.6269384428415,829.6269384428415,689.9855857070494,0,0.0
P03,55,106.0,723.6269384428415,723.6269384428415,689.9855857070494,0,0.0
P03,56,151.0,572.6269384428415,572.6269384428415,689.9855857070494,0,0.0
P03,57,107.0,465.6269384428415,1307.4553057481967,689.9855857070494,0,0.0
P03,58,81.0,384.6269384428415,1226.4553057481967,689.9855857070494,0,0.0
P03,59,91.0,293.6269384428415,1135.4553057481967,689.9855857070494,0,0.0
P04,0,41.0,150.43561643835616,150.43561643835616,168.99757931033344,0,0.0
P04,1,57.0,93.43561643835616,501.31631795127,168.99757931033344,0,0.0
P04,2,60.0,33.43561643835616,441.31631795127,168.99757931033344,0,0.0
P04,3,55.0,0.0,407.8807015129138,168.99757931033344,1,21.564383561643837
P04,4,38.0,0.0,407.8807015129138,168.99757931033344,1,38.0
P04,5,34.0,373.8807015129138,373.8807015129138,168.99757931033344,0,0.0
